,accuracy,loss
0,0.5506607890129089,0.6695793867111206
1,0.5726872086524963,0.6215816736221313
2,0.5859031081199646,0.5945917963981628
3,0.6167401075363159,0.5722071528434753
4,0.6872246861457825,0.5551049113273621
5,0.7400881052017212,0.5354442596435547
6,0.7400881052017212,0.5201281309127808
7,0.7753304243087769,0.5067813396453857
8,0.7797356843948364,0.4925233721733093
9,0.7885462641716003,0.4819760322570801
10,0.8017621040344238,0.4714966416358948
11,0.7885462641716003,0.46004995703697205
12,0.7973568439483643,0.45225977897644043
13,0.8149779438972473,0.4423889219760895
14,0.8105726838111877,0.4329913258552551
15,0.8193832635879517,0.42442306876182556
16,0.8149779438972473,0.4170096218585968
17,0.8193832635879517,0.4090307354927063
18,0.8281938433647156,0.4028429687023163
19,0.8237885236740112,0.39673060178756714
20,0.8237885236740112,0.39125722646713257
21,0.8281938433647156,0.3864482045173645
22,0.8237885236740112,0.3809012174606323
23,0.8237885236740112,0.3766358494758606
24,0.8281938433647156,0.37137165665626526
25,0.8281938433647156,0.36755502223968506
26,0.8370044231414795,0.3632599413394928
27,0.8325991034507751,0.3598349094390869
28,0.8370044231414795,0.3572826385498047
29,0.8237885236740112,0.3525311350822449
30,0.8325991034507751,0.3493971526622772
31,0.8281938433647156,0.3459702134132385
32,0.8414096832275391,0.34310367703437805
33,0.8325991034507751,0.3395131230354309
34,0.8458150029182434,0.33585789799690247
35,0.8590308427810669,0.3337883949279785
36,0.8458150029182434,0.33186402916908264
37,0.8546255230903625,0.3291947543621063
38,0.8546255230903625,0.32653293013572693
39,0.8546255230903625,0.32388439774513245
40,0.8590308427810669,0.32209616899490356
41,0.8678414225578308,0.3201754689216614
42,0.8590308427810669,0.3186219036579132
43,0.8678414225578308,0.31589797139167786
44,0.8722466826438904,0.31463658809661865
45,0.8590308427810669,0.3129541575908661
46,0.8678414225578308,0.31080082058906555
47,0.8678414225578308,0.30850833654403687
48,0.8678414225578308,0.30553731322288513
49,0.8722466826438904,0.3037835955619812
50,0.8766520023345947,0.30092132091522217
51,0.8766520023345947,0.2991545796394348
52,0.8766520023345947,0.2970108389854431
53,0.8766520023345947,0.29428499937057495
54,0.8722466826438904,0.292304128408432
55,0.8722466826438904,0.2904908061027527
56,0.8766520023345947,0.2889019548892975
57,0.8898678421974182,0.2871328294277191
58,0.8766520023345947,0.28502023220062256
59,0.8810572624206543,0.2832147181034088
60,0.8942731022834778,0.281781405210495
61,0.8898678421974182,0.27952519059181213
62,0.8810572624206543,0.27853816747665405
63,0.8898678421974182,0.2764115333557129
64,0.8942731022834778,0.27413952350616455
65,0.8942731022834778,0.2726205885410309
66,0.8942731022834778,0.2705691158771515
67,0.8942731022834778,0.2692548632621765
68,0.9118942618370056,0.2679423391819
69,0.8986784219741821,0.2657250463962555
70,0.9118942618370056,0.2648794651031494
71,0.91629958152771,0.264728307723999
72,0.9030836820602417,0.2631242275238037
73,0.907489001750946,0.2607577443122864
74,0.907489001750946,0.2590384781360626
75,0.9118942618370056,0.258454293012619
76,0.907489001750946,0.2564619183540344
77,0.91629958152771,0.2552855610847473
78,0.91629958152771,0.25351956486701965
79,0.8986784219741821,0.25220656394958496
80,0.907489001750946,0.2502085864543915
81,0.9118942618370056,0.2498917579650879
82,0.907489001750946,0.24824181199073792
83,0.9118942618370056,0.2463381588459015
84,0.9030836820602417,0.2459327131509781
85,0.9118942618370056,0.2441806197166443
86,0.9118942618370056,0.2428232878446579
87,0.9118942618370056,0.24338258802890778
88,0.91629958152771,0.24085837602615356
89,0.9118942618370056,0.24003109335899353
90,0.9207048416137695,0.2383808046579361
91,0.91629958152771,0.23760579526424408
92,0.91629958152771,0.23598918318748474
93,0.91629958152771,0.2337627112865448
94,0.9251101613044739,0.2320464849472046
95,0.91629958152771,0.23104068636894226
96,0.91629958152771,0.2301674634218216
97,0.91629958152771,0.22862741351127625
98,0.91629958152771,0.2269548773765564
99,0.91629958152771,0.22604911029338837
100,0.9207048416137695,0.22502362728118896
101,0.9207048416137695,0.22259096801280975
102,0.9207048416137695,0.2223685383796692
103,0.9207048416137695,0.22091706097126007
104,0.9251101613044739,0.21836110949516296
105,0.9251101613044739,0.2178376466035843
106,0.9251101613044739,0.21659158170223236
107,0.9251101613044739,0.2150217592716217
108,0.9251101613044739,0.2136775404214859
109,0.9207048416137695,0.21273498237133026
110,0.9251101613044739,0.21164825558662415
111,0.9295154213905334,0.2100752890110016
112,0.9295154213905334,0.20790226757526398
113,0.9295154213905334,0.20674851536750793
114,0.9295154213905334,0.20569947361946106
115,0.9295154213905334,0.20457831025123596
116,0.9295154213905334,0.20348185300827026
117,0.9295154213905334,0.20232334733009338
118,0.9295154213905334,0.20175355672836304
119,0.9295154213905334,0.19905529916286469
120,0.933920681476593,0.19789089262485504
121,0.933920681476593,0.19745990633964539
122,0.9295154213905334,0.19575579464435577
123,0.9295154213905334,0.19411353766918182
124,0.933920681476593,0.19251222908496857
125,0.933920681476593,0.1916254311800003
126,0.933920681476593,0.19022077322006226
127,0.9295154213905334,0.18893389403820038
128,0.933920681476593,0.18837855756282806
129,0.9427312612533569,0.18623678386211395
130,0.9383260011672974,0.18448090553283691
131,0.933920681476593,0.18329577147960663
132,0.9427312612533569,0.18165798485279083
133,0.9471365809440613,0.1810855269432068
134,0.9427312612533569,0.17998217046260834
135,0.9471365809440613,0.17894282937049866
136,0.9515418410301208,0.17664894461631775
137,0.9471365809440613,0.1758979707956314
138,0.9471365809440613,0.17545074224472046
139,0.9515418410301208,0.17458778619766235
140,0.9515418410301208,0.17291100323200226
141,0.9471365809440613,0.1718386560678482
142,0.9471365809440613,0.17021721601486206
143,0.9515418410301208,0.16903287172317505
144,0.9471365809440613,0.16810233891010284
145,0.9515418410301208,0.16643522679805756
146,0.9515418410301208,0.16592250764369965
147,0.9515418410301208,0.16488084197044373
148,0.9515418410301208,0.16496644914150238
149,0.9515418410301208,0.16320520639419556
150,0.9515418410301208,0.1623053401708603
151,0.9515418410301208,0.1613341122865677
152,0.9515418410301208,0.16057327389717102
153,0.9471365809440613,0.1602850705385208
154,0.9427312612533569,0.16035854816436768
155,0.9515418410301208,0.15897418558597565
156,0.9515418410301208,0.15941762924194336
157,0.9559471607208252,0.15690571069717407
158,0.9559471607208252,0.15634308755397797
159,0.9559471607208252,0.1545085608959198
160,0.9603524208068848,0.15444467961788177
161,0.9603524208068848,0.15383657813072205
162,0.9559471607208252,0.15307208895683289
163,0.9515418410301208,0.15091070532798767
164,0.9559471607208252,0.14969106018543243
165,0.9559471607208252,0.14870838820934296
166,0.9559471607208252,0.1477249562740326
167,0.9559471607208252,0.14732825756072998
168,0.9559471607208252,0.1462954729795456
169,0.9559471607208252,0.1459447145462036
170,0.9559471607208252,0.1442415565252304
171,0.9559471607208252,0.14374485611915588
172,0.9559471607208252,0.143108069896698
173,0.9559471607208252,0.1416691392660141
174,0.9603524208068848,0.14066293835639954
175,0.9559471607208252,0.13953053951263428
176,0.9559471607208252,0.13896813988685608
177,0.9559471607208252,0.13811837136745453
178,0.9559471607208252,0.13739706575870514
179,0.9559471607208252,0.13736478984355927
180,0.9559471607208252,0.13506338000297546
181,0.9559471607208252,0.1351633071899414
182,0.9559471607208252,0.1332145780324936
183,0.9647576808929443,0.1327839344739914
184,0.9647576808929443,0.1316191554069519
185,0.9647576808929443,0.13130393624305725
186,0.9559471607208252,0.12936314940452576
187,0.9603524208068848,0.1296035647392273
188,0.9559471607208252,0.12841910123825073
189,0.9647576808929443,0.12708237767219543
